unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ECAR,SRB,Serbia,MCV2,91,89.0,86.0,84.0,91.0,90.0,91.0,90.0,86.0,91.0,82.0,90.0,90.0,91.0,87.0,97.0,96.0,90.0,98.0,96.0,96.0,75.0,74.0,78.0
Non-programme,SYC,Seychelles,MCV2,89,98.0,86.0,99.0,99.0,97.0,99.0,99.0,98.0,98.0,97.0,99.0,99.0,98.0,99.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,
WCAR,SLE,Sierra Leone,MCV2,73,73.0,67.0,67.0,72.0,64.0,55.0,50.0,60.0,,,,,,,,,,,,,,,
Non-programme,SGP,Singapore,MCV2,92,92.0,93.0,94.0,92.0,91.0,90.0,88.0,90.0,90.0,90.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,95.0,96.0,96.0,96.0,96.0,98.0
Non-programme,SVK,Slovakia,MCV2,95,96.0,96.0,98.0,98.0,97.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,98.0,98.0,99.0,99.0,99.0,99.0
Non-programme,SVN,Slovenia,MCV2,89,92.0,91.0,91.0,94.0,94.0,94.0,93.0,96.0,94.0,95.0,96.0,96.0,96.0,98.0,98.0,98.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0
EAPR,SLB,Solomon Islands,MCV2,48,90.0,40.0,51.0,54.0,54.0,,,,,,,,,,,,,,,,,,
ESAR,SOM,Somalia,MCV2,13,8.0,4.0,,,,,,,,,,,,,,,,,,,,,
ESAR,ZAF,South Africa,MCV2,84,87.0,82.0,76.0,79.0,75.0,78.0,69.0,59.0,55.0,50.0,53.0,54.0,55.0,63.0,54.0,49.0,53.0,48.0,51.0,52.0,46.0,54.0,62.0
Non-programme,ESP,Spain,MCV2,92,92.0,91.0,94.0,94.0,94.0,93.0,95.0,94.0,93.0,91.0,90.0,91.0,92.0,90.0,94.0,95.0,94.0,92.0,91.0,,,,
ROSA,LKA,Sri Lanka,MCV2,99,98.0,97.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,97.0,97.0,98.0,99.0,95.0,90.0,92.0,52.0,
MENA,PSE,State of Palestine,MCV2,89,93.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,97.0,95.0,94.0,97.0,99.0,87.0,92.0,97.0,94.0,94.0,93.0,94.0,95.0
MENA,SDN,Sudan,MCV2,38,51.0,63.0,68.0,74.0,72.0,72.0,69.0,69.0,61.0,57.0,24.0,,,,,,,,,,,,
LACR,SUR,Suriname,MCV2,52,51.0,43.0,24.0,32.0,31.0,32.0,34.0,21.0,15.0,15.0,,,,,,,,,,,,,
Non-programme,SWE,Sweden,MCV2,92,91.0,91.0,92.0,93.0,94.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,94.0,95.0,94.0,95.0,95.0,95.0,95.0,95.0,94.0,94.0,94.0
Non-programme,CHE,Switzerland,MCV2,91,94.0,94.0,93.0,90.0,90.0,90.0,87.0,87.0,87.0,86.0,86.0,86.0,83.0,83.0,83.0,71.0,71.0,71.0,,,,,
MENA,SYR,Syrian Arab Republic,MCV2,64,49.0,64.0,64.0,65.0,65.0,70.0,63.0,58.0,60.0,62.0,64.0,76.0,82.0,82.0,81.0,81.0,81.0,81.0,82.0,83.0,84.0,83.0,80.0
ECAR,TJK,Tajikistan,MCV2,96,97.0,96.0,97.0,97.0,97.0,98.0,97.0,94.0,98.0,97.0,97.0,96.0,95.0,93.0,87.0,90.0,96.0,92.0,98.0,94.0,93.0,72.0,59.0
EAPR,THA,Thailand,MCV2,87,87.0,87.0,87.0,87.0,87.0,95.0,95.0,95.0,94.0,94.0,91.0,91.0,91.0,91.0,91.0,94.0,94.0,95.0,95.0,92.0,89.0,86.0,99.0
EAPR,TLS,Timor-Leste,MCV2,72,72.0,72.0,72.0,74.0,74.0,74.0,30.0,,,,,,,,,,,,,,,,
WCAR,TGO,Togo,MCV2,58,57.0,50.0,46.0,53.0,,,,,,,,,,,,,,,,,,,
EAPR,TON,Tonga,MCV2,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,92.0,99.0,95.0,99.0,98.0,98.0,98.0,99.0,99.0,98.0,99.0,96.0,,,
LACR,TTO,Trinidad and Tobago,MCV2,91,92.0,88.0,90.0,92.0,92.0,90.0,65.0,79.0,93.0,86.0,85.0,83.0,82.0,80.0,81.0,87.0,78.0,84.0,78.0,73.0,77.0,80.0,
MENA,TUN,Tunisia,MCV2,97,98.0,98.0,96.0,97.0,99.0,97.0,97.0,98.0,95.0,98.0,96.0,96.0,98.0,97.0,99.0,98.0,98.0,99.0,99.0,99.0,98.0,99.0,98.0
ECAR,TUR,Turkiye,MCV2,94,94.0,93.0,93.0,88.0,87.0,86.0,85.0,86.0,88.0,98.0,85.0,86.0,91.0,88.0,92.0,94.0,84.0,98.0,97.0,97.0,83.0,91.0,
ECAR,TKM,Turkmenistan,MCV2,99,99.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,98.0,90.0,89.0,87.0,94.0,92.0
EAPR,TUV,Tuvalu,MCV2,98,89.0,84.0,85.0,92.0,81.0,94.0,92.0,86.0,91.0,84.0,93.0,90.0,87.0,84.0,82.0,74.0,83.0,86.0,90.0,93.0,97.0,99.0,
ESAR,UGA,Uganda,MCV2,21,49.0,,,,,,,,,,,,,,,,,,,,,,
ECAR,UKR,Ukraine,MCV2,87,69.0,86.0,82.0,92.0,90.0,84.0,31.0,57.0,57.0,54.0,54.0,56.0,41.0,68.0,95.0,96.0,98.0,96.0,97.0,99.0,98.0,98.0,99.0
MENA,ARE,United Arab Emirates,MCV2,94,91.0,96.0,92.0,94.0,95.0,97.0,98.0,99.0,99.0,98.0,96.0,95.0,94.0,93.0,92.0,93.0,93.0,94.0,92.0,92.0,92.0,92.0,92.0
Non-programme,GBR,United Kingdom,MCV2,85,87.0,87.0,87.0,87.0,88.0,88.0,89.0,89.0,89.0,88.0,87.0,85.0,84.0,79.0,75.0,74.0,75.0,75.0,76.0,77.0,74.0,74.0,76.0
ESAR,TZA,United Republic of Tanzania,MCV2,78,73.0,60.0,64.0,70.0,68.0,67.0,63.0,53.0,29.0,,,,,,,,,,,,,,
Non-programme,USA,United States,MCV2,95,95.0,95.0,95.0,95.0,94.0,94.0,94.0,93.0,92.0,91.0,91.0,90.0,89.0,88.0,87.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,85.0
LACR,URY,Uruguay,MCV2,90,92.0,82.0,91.0,99.0,91.0,92.0,92.0,93.0,93.0,92.0,,,,,,,,,,,,,
ECAR,UZB,Uzbekistan,MCV2,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,54.0,8.0,26.0,44.0,63.0,81.0,99.0,98.0,97.0,98.0,98.0
EAPR,VUT,Vanuatu,MCV2,21,,,,,,,,,,,,,,,,,,,,,,,
LACR,VEN,Venezuela (Bolivarian Republic of),MCV2,40,30.0,37.0,28.0,13.0,39.0,59.0,53.0,52.0,50.0,38.0,33.0,26.0,31.0,6.0,,,,,,,,,
EAPR,VNM,Viet Nam,MCV2,86,81.0,85.0,93.0,92.0,90.0,93.0,95.0,92.0,94.0,86.0,83.0,93.0,98.0,96.0,97.0,18.0,,,,,,,
MENA,YEM,Yemen,MCV2,45,45.0,41.0,36.0,38.0,39.0,40.0,44.0,37.0,42.0,46.0,40.0,46.0,43.0,38.0,35.0,32.0,26.0,21.0,,,,,
ESAR,ZMB,Zambia,MCV2,75,72.0,69.0,66.0,66.0,65.0,64.0,58.0,47.0,33.0,,,,,,,,,,,,,,
ESAR,ZWE,Zimbabwe,MCV2,77,77.0,76.0,74.0,75.0,78.0,78.0,63.0,,,,,,,,,,,,,,,,
