unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ECAR,SRB,Serbia,DTP1,97,97,96,97,99,98,98,97,98,97,98,97,98,97.0,98.0,98.0,98.0,97.0,99.0,91.0,91.0,98.0,95.0,97.0
Non-programme,SYC,Seychelles,DTP1,98,99,99,99,99,99,98,98,99,99,99,98,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
WCAR,SLE,Sierra Leone,DTP1,92,92,94,93,95,97,98,97,95,88,98,98,97,95.0,94.0,84.0,77.0,79.0,80.0,82.0,90.0,89.0,58.0,64.0
Non-programme,SGP,Singapore,DTP1,98,99,99,99,99,98,98,98,98,98,98,98,97,98.0,98.0,98.0,98.0,96.0,96.0,96.0,96.0,98.0,98.0,98.0
Non-programme,SVK,Slovakia,DTP1,96,97,97,98,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Non-programme,SVN,Slovenia,DTP1,92,92,92,98,98,97,98,98,98,98,98,98,98,98.0,98.0,99.0,99.0,99.0,98.0,98.0,98.0,96.0,96.0,96.0
EAPR,SLB,Solomon Islands,DTP1,92,99,95,98,99,86,87,99,93,83,88,96,97,90.0,88.0,85.0,93.0,99.0,93.0,91.0,86.0,82.0,84.0,95.0
ESAR,SOM,Somalia,DTP1,52,52,52,52,52,52,52,52,52,52,52,52,52,55.0,52.0,40.0,59.0,40.0,50.0,50.0,65.0,60.0,57.0,57.0
ESAR,ZAF,South Africa,DTP1,81,87,91,88,87,84,85,88,91,88,81,72,80,80.0,81.0,93.0,95.0,94.0,83.0,80.0,77.0,80.0,82.0,85.0
ESAR,SSD,South Sudan,DTP1,76,76,73,71,68,67,59,51,55,62,67,76,79,,,,,,,,,,,
Non-programme,ESP,Spain,DTP1,97,98,96,98,98,98,98,98,98,98,98,98,98,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
ROSA,LKA,Sri Lanka,DTP1,99,98,96,96,99,99,99,99,99,99,99,99,99,99.0,97.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0
MENA,PSE,State of Palestine,DTP1,88,99,99,99,99,99,99,99,99,99,99,98,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,95.0
MENA,SDN,Sudan,DTP1,57,75,93,98,99,99,99,99,98,99,99,99,99,99.0,92.0,96.0,95.0,91.0,88.0,82.0,83.0,75.0,79.0,75.0
LACR,SUR,Suriname,DTP1,82,83,81,60,81,83,78,80,74,78,81,90,84,96.0,91.0,95.0,96.0,94.0,93.0,92.0,81.0,86.0,90.0,88.0
Non-programme,SWE,Sweden,DTP1,96,96,98,98,98,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Non-programme,CHE,Switzerland,DTP1,97,97,97,98,98,98,98,98,97,97,96,96,98,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
MENA,SYR,Syrian Arab Republic,DTP1,72,69,70,70,77,72,68,66,67,70,60,73,86,89.0,89.0,88.0,88.0,88.0,88.0,89.0,90.0,92.0,90.0,90.0
ECAR,TJK,Tajikistan,DTP1,98,98,97,98,98,98,98,98,97,98,98,96,98,95.0,96.0,92.0,88.0,92.0,92.0,93.0,92.0,92.0,89.0,88.0
EAPR,THA,Thailand,DTP1,96,96,96,99,99,99,99,99,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0
EAPR,TLS,Timor-Leste,DTP1,89,89,89,90,91,92,92,86,80,81,87,84,70,76.0,77.0,85.0,76.0,71.0,64.0,65.0,65.0,68.0,,
WCAR,TGO,Togo,DTP1,92,88,88,87,90,88,88,89,88,89,94,94,94,97.0,93.0,92.0,94.0,91.0,91.0,83.0,83.0,75.0,63.0,80.0
EAPR,TON,Tonga,DTP1,99,99,99,99,99,99,99,97,99,99,99,95,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,99.0,99.0
LACR,TTO,Trinidad and Tobago,DTP1,99,97,95,98,97,99,96,97,98,93,94,97,96,96.0,95.0,91.0,90.0,93.0,98.0,98.0,93.0,98.0,91.0,90.0
MENA,TUN,Tunisia,DTP1,99,99,99,99,98,98,99,99,98,98,99,99,98,98.0,99.0,99.0,99.0,99.0,98.0,97.0,96.0,96.0,99.0,99.0
ECAR,TUR,Turkiye,DTP1,99,99,95,99,99,99,98,99,98,97,99,97,98,98.0,97.0,97.0,98.0,92.0,92.0,86.0,76.0,82.0,95.0,92.0
ECAR,TKM,Turkmenistan,DTP1,99,99,99,99,99,99,99,99,99,99,99,98,98,99.0,98.0,98.0,99.0,99.0,99.0,98.0,96.0,99.0,96.0,97.0
EAPR,TUV,Tuvalu,DTP1,99,99,99,99,99,99,99,99,99,99,99,99,99,99.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,93.0
ESAR,UGA,Uganda,DTP1,95,94,97,94,96,97,99,99,97,93,92,92,91,87.0,96.0,87.0,93.0,85.0,90.0,88.0,86.0,84.0,82.0,80.0
ECAR,UKR,Ukraine,DTP1,93,78,91,93,89,85,65,42,59,59,76,76,50,52.0,71.0,90.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
MENA,ARE,United Arab Emirates,DTP1,98,98,96,90,99,99,97,99,99,99,98,96,95,94.0,95.0,96.0,97.0,97.0,97.0,96.0,96.0,96.0,96.0,96.0
Non-programme,GBR,United Kingdom,DTP1,97,97,97,97,97,98,98,98,98,98,98,98,98,98.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
ESAR,TZA,United Republic of Tanzania,DTP1,98,98,90,95,95,91,93,95,97,99,99,99,96,98.0,90.0,88.0,89.0,94.0,95.0,99.0,99.0,96.0,95.0,92.0
Non-programme,USA,United States,DTP1,98,98,97,97,97,97,97,98,98,98,98,97,98,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,98.0,99.0
LACR,URY,Uruguay,DTP1,98,99,98,98,99,96,97,97,99,99,98,98,99,98.0,99.0,98.0,98.0,99.0,99.0,98.0,98.0,99.0,99.0,92.0
ECAR,UZB,Uzbekistan,DTP1,99,99,99,96,96,99,99,99,99,99,99,99,99,99.0,99.0,99.0,98.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0
EAPR,VUT,Vanuatu,DTP1,90,83,71,84,96,94,92,94,90,94,92,90,88,86.0,84.0,82.0,80.0,78.0,79.0,80.0,82.0,83.0,84.0,85.0
LACR,VEN,Venezuela (Bolivarian Republic of),DTP1,65,56,73,73,85,84,95,97,98,88,90,90,90,90.0,86.0,87.0,70.0,79.0,98.0,93.0,88.0,79.0,82.0,92.0
EAPR,VNM,Viet Nam,DTP1,80,92,87,96,96,78,98,96,98,95,83,99,97,93.0,97.0,97.0,92.0,94.0,98.0,98.0,99.0,85.0,99.0,97.0
MENA,YEM,Yemen,DTP1,57,70,67,64,65,60,64,67,70,77,79,77,79,84.0,84.0,85.0,88.0,86.0,88.0,89.0,77.0,72.0,87.0,88.0
ESAR,ZMB,Zambia,DTP1,83,86,94,88,94,94,95,96,97,96,86,86,87,92.0,96.0,95.0,93.0,92.0,92.0,93.0,93.0,94.0,94.0,94.0
ESAR,ZWE,Zimbabwe,DTP1,93,93,93,93,94,94,94,94,94,98,98,99,99,95.0,87.0,89.0,86.0,83.0,80.0,77.0,79.0,81.0,83.0,84.0
