unicef_region,iso3,country,vaccine,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ESAR,MDG,Madagascar,HIB3,65,57,57.0,68.0,70.0,74.0,65.0,68.0,62.0,68.0,70.0,68.0,73.0,71.0,77.0,52.0,,,,,,,,
ESAR,MWI,Malawi,HIB3,91,86,93.0,94.0,95.0,92.0,88.0,84.0,88.0,91.0,89.0,96.0,97.0,93.0,93.0,91.0,87.0,99.0,93.0,89.0,84.0,64.0,,
EAPR,MYS,Malaysia,HIB3,97,97,94.0,98.0,98.0,99.0,99.0,98.0,99.0,97.0,97.0,99.0,95.0,95.0,95.0,95.0,90.0,89.0,85.0,71.0,,,,
ROSA,MDV,Maldives,HIB3,99,99,96.0,99.0,98.0,99.0,99.0,99.0,99.0,99.0,58.0,,,,,,,,,,,,,
WCAR,MLI,Mali,HIB3,77,77,77.0,70.0,77.0,77.0,77.0,76.0,71.0,66.0,64.0,65.0,66.0,73.0,73.0,74.0,44.0,16.0,1.0,,,,,
Non-programme,MLT,Malta,HIB3,98,98,99.0,98.0,98.0,97.0,98.0,97.0,97.0,99.0,99.0,99.0,96.0,76.0,73.0,72.0,72.0,83.0,83.0,83.0,84.0,84.0,84.0,93.0
EAPR,MHL,Marshall Islands,HIB3,72,68,72.0,75.0,72.0,72.0,65.0,58.0,70.0,65.0,66.0,67.0,80.0,92.0,99.0,92.0,83.0,60.0,69.0,46.0,70.0,80.0,45.0,45.0
WCAR,MRT,Mauritania,HIB3,90,85,77.0,81.0,80.0,77.0,76.0,74.0,73.0,81.0,80.0,80.0,75.0,64.0,64.0,,,,,,,,,
Non-programme,MUS,Mauritius,HIB3,96,95,92.0,93.0,97.0,97.0,96.0,96.0,97.0,97.0,98.0,98.0,98.0,99.0,99.0,99.0,96.0,96.0,,,,,,
LACR,MEX,Mexico,HIB3,85,83,78.0,72.0,82.0,88.0,85.0,93.0,87.0,87.0,83.0,99.0,97.0,95.0,95.0,96.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0
EAPR,FSM,Micronesia (Federated States of),HIB3,67,54,56.0,68.0,64.0,59.0,44.0,46.0,61.0,65.0,68.0,66.0,72.0,70.0,73.0,73.0,79.0,59.0,74.0,65.0,68.0,70.0,73.0,75.0
Non-programme,MCO,Monaco,HIB3,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
EAPR,MNG,Mongolia,HIB3,96,95,95.0,96.0,98.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,96.0,97.0,96.0,78.0,56.0,28.0,,,,,
ECAR,MNE,Montenegro,HIB3,81,80,83.0,84.0,85.0,86.0,87.0,89.0,89.0,91.0,94.0,94.0,90.0,90.0,87.0,93.0,89.0,90.0,,,,,,
MENA,MAR,Morocco,HIB3,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,91.0,,,,,,,
ESAR,MOZ,Mozambique,HIB3,70,55,56.0,71.0,85.0,85.0,85.0,85.0,85.0,85.0,82.0,80.0,77.0,74.0,74.0,,,,,,,,,
EAPR,MMR,Myanmar,HIB3,76,71,37.0,84.0,90.0,91.0,89.0,90.0,89.0,88.0,75.0,,,,,,,,,,,,,
ESAR,NAM,Namibia,HIB3,83,84,94.0,93.0,87.0,89.0,88.0,85.0,92.0,88.0,89.0,84.0,82.0,83.0,,,,,,,,,,
EAPR,NRU,Nauru,HIB3,97,97,98.0,95.0,96.0,90.0,87.0,97.0,91.0,95.0,87.0,79.0,99.0,99.0,99.0,,,,,,,,,
ROSA,NPL,Nepal,HIB3,94,90,91.0,84.0,93.0,91.0,90.0,87.0,91.0,92.0,92.0,90.0,92.0,,,,,,,,,,,
Non-programme,NLD,Netherlands (Kingdom of the),HIB3,90,91,94.0,94.0,94.0,93.0,94.0,95.0,96.0,96.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,96.0,97.0,97.0,96.0,96.0,96.0
Non-programme,NZL,New Zealand,HIB3,88,89,90.0,92.0,91.0,92.0,93.0,92.0,92.0,93.0,92.0,93.0,94.0,89.0,98.0,86.0,78.0,80.0,80.0,83.0,85.0,88.0,90.0,90.0
LACR,NIC,Nicaragua,HIB3,89,92,87.0,92.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,93.0,88.0,86.0,79.0,86.0,85.0,87.0,83.0
WCAR,NER,Niger,HIB3,85,84,82.0,81.0,81.0,79.0,85.0,80.0,84.0,81.0,73.0,71.0,75.0,70.0,71.0,,,,,,,,,
WCAR,NGA,Nigeria,HIB3,62,62,62.0,62.0,66.0,61.0,55.0,53.0,42.0,43.0,27.0,10.0,,,,,,,,,,,,
EAPR,NIU,Niue,HIB3,99,99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,95.0,99.0,99.0,99.0
ECAR,MKD,North Macedonia,HIB3,86,84,81.0,84.0,92.0,92.0,91.0,94.0,89.0,94.0,97.0,95.0,96.0,89.0,82.0,13.0,,,,,,,,
Non-programme,NOR,Norway,HIB3,96,97,97.0,97.0,97.0,96.0,96.0,96.0,95.0,94.0,95.0,95.0,95.0,94.0,95.0,94.0,95.0,95.0,93.0,94.0,94.0,95.0,93.0,93.0
